#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  72
#! SET periodic_phi true
   -3.141592654  -99.700509741  -48.902436655
   -3.054326191 -103.696104065  -42.630750539
   -2.967059728 -107.118310821  -35.682491853
   -2.879793266 -109.887835466  -27.679364041
   -2.792526803 -111.925947816  -19.054700778
   -2.705260341 -113.225505005  -11.016092192
   -2.617993878 -113.889599802   -4.617451357
   -2.530727415 -114.076324719   -0.007891532
   -2.443460953 -113.918902365    3.338359186
   -2.356194490 -113.502778928    6.023225168
   -2.268928028 -112.884411015    7.846998202
   -2.181661565 -112.160550428    8.319629068
   -2.094395102 -111.472384917    6.998829044
   -2.007128640 -110.984822453    3.767377563
   -1.919862177 -110.847820904   -0.992597342
   -1.832595715 -111.166402682   -6.550410319
   -1.745329252 -111.956126842  -11.541254356
   -1.658062789 -113.094432231  -14.243514886
   -1.570796327 -114.314683725  -13.244980976
   -1.483529864 -115.269931249   -8.145280197
   -1.396263402 -115.636211110   -0.109935075
   -1.308996939 -115.240977077    8.960201567
   -1.221730476 -114.077927985   17.286187785
   -1.134464014 -112.252993642   24.091298282
   -1.047197551 -109.892485312   29.681361251
   -0.959931089 -107.078356292   34.537803638
   -0.872664626 -103.866667498   38.766510129
   -0.785398163 -100.331899695   41.834278460
   -0.698131701  -96.602470386   43.123096928
   -0.610865238  -92.849414951   42.321172778
   -0.523598776  -89.254010552   39.611690925
   -0.436332313  -85.966529782   35.315769306
   -0.349065850  -83.107138400   29.813321155
   -0.261799388  -80.775022174   23.315291783
   -0.174532925  -79.054711991   15.765085627
   -0.087266463  -78.041829479    7.096969745
    0.000000000  -77.829166274   -2.602138082
    0.087266463  -78.496038555  -12.838091246
    0.174532925  -80.053528430  -22.939390663
    0.261799388  -82.448874126  -31.864520490
    0.349065850  -85.540477702  -38.696106350
    0.436332313  -89.117343150  -42.952347735
    0.523598776  -92.945310564  -44.434558825
    0.610865238  -96.784133546  -43.220985992
    0.698131701 -100.402830259  -39.405186476
    0.785398163 -103.576702645  -33.048646999
    0.872664626 -106.090719148  -24.317211700
    0.959931089 -107.753718812  -13.648203417
    1.047197551 -108.421152212   -1.559398735
    1.134464014 -107.987423591   11.534276957
    1.221730476 -106.373405945   25.398013944
    1.308996939 -103.527301208   39.702472880
    1.396263402  -99.446113690   53.496380222
    1.483529864  -94.233200714   65.356924422
    1.570796327  -88.122351218   73.862615427
    1.658062789  -81.452165749   78.097592667
    1.745329252  -74.613261663   77.720817606
    1.832595715  -68.009824626   72.647534933
    1.919862177  -62.054928201   62.814427551
    2.007128640  -57.170007769   48.219855644
    2.094395102  -53.744534943   29.513736351
    2.181661565  -52.069575160    8.514473406
    2.268928028  -52.243861527  -12.455101204
    2.356194490  -54.161493183  -31.118283054
    2.443460953  -57.551450921  -46.030476486
    2.530727415  -62.059249539  -56.732368677
    2.617993878  -67.325916710  -63.471135264
    2.705260341  -73.028205833  -66.789465763
    2.792526803  -78.886103900  -67.097549907
    2.879793266  -84.656185118  -64.798140551
    2.967059728  -90.132237485  -60.469030793
    3.054326191  -95.170459611  -54.905189353
