#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   18.073482872  -44.425012684
   -2.951193099   10.350677621  -35.603489140
   -2.760793544    4.882254119  -21.363020598
   -2.570393989    2.227138149   -6.995724070
   -2.379994435    1.878994396    2.127889813
   -2.189594880    2.530612790    3.426139378
   -1.999195325    2.795254688   -1.266493653
   -1.808795770    2.008514643   -6.565408021
   -1.618396215    0.633580350   -6.635496612
   -1.427996661    0.000000000    1.312491732
   -1.237597106    1.526986589   15.393703578
   -1.047197551    5.908607724   30.261981199
   -0.856797996   12.734336016   40.204422821
   -0.666398442   20.693037573   41.791797164
   -0.475998887   28.118349410   34.791186957
   -0.285599332   33.533901951   21.157516748
   -0.095199777   35.942670651    3.712551163
    0.095199777   34.916552965  -14.329097372
    0.285599332   30.686495007  -29.254877879
    0.475998887   24.244447901  -36.881606802
    0.666398442   17.334788491  -33.838995464
    0.856797996   12.096133422  -19.624998565
    1.047197551   10.360555637    2.025837115
    1.237597106   12.901786006   24.065085402
    1.427996661   19.089108591   39.329526100
    1.618396215   27.185212831   43.816508955
    1.808795770   35.101711640   37.824741520
    1.999195325   41.129787095   24.618739709
    2.189594880   44.263676458    8.006104570
    2.379994435   44.140693326   -9.228746822
    2.570393989   40.827256391  -25.204353561
    2.760793544   34.740949623  -37.983390640
    2.951193099   26.722705407  -45.116721889
