#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  17
#! SET periodic_psi true
   -3.141592654   -3.141592654 -112.557640032  -54.261379042   15.822684942
   -2.951193099   -3.141592654 -121.129349483  -35.181749177   18.599794892
   -2.760793544   -3.141592654 -125.839730149  -14.698957057   20.618436530
   -2.570393989   -3.141592654 -126.965419576    1.791996196   21.977194689
   -2.379994435   -3.141592654 -125.618433898   11.009907916   23.043313202
   -2.189594880   -3.141592654 -123.234318095   12.975988438   24.354353953
   -1.999195325   -3.141592654 -120.952952761   10.588005257   26.367927782
   -1.808795770   -3.141592654 -119.197972325    8.166137913   29.179575877
   -1.618396215   -3.141592654 -117.594123931    9.498872748   32.380753009
   -1.427996661   -3.141592654 -115.224387308   16.253665356   35.165262191
   -1.237597106   -3.141592654 -111.110198265   27.423686844   36.654764693
   -1.047197551   -3.141592654 -104.684181565   39.853097868   36.274634902
   -0.856797996   -3.141592654  -96.090403761   49.532163936   33.942957005
   -0.666398442   -3.141592654  -86.201948583   52.898996438   29.991535879
   -0.475998887   -3.141592654  -76.452907906   47.868091905   24.929535189
   -0.285599332   -3.141592654  -68.498033914   34.212501717   19.189392466
   -0.095199777   -3.141592654  -63.840251534   13.724074388   13.031605435
    0.095199777   -3.141592654  -63.450494365   -9.822467149    6.609659651
    0.285599332   -3.141592654  -67.416133530  -31.053610529    0.123193615
    0.475998887   -3.141592654  -74.732504013  -44.085972257   -6.048176829
    0.666398442   -3.141592654  -83.367901744  -44.374894408  -11.324618596
    0.856797996   -3.141592654  -90.720681242  -30.813688361  -15.072554079
    1.047197551   -3.141592654  -94.417195768   -6.939297429  -16.850559596
    1.237597106   -3.141592654  -93.169661501   19.678905627  -16.612987342
    1.427996661   -3.141592654  -87.309095075   40.106601946  -14.747663520
    1.618396215   -3.141592654  -78.718216791   47.582356668  -11.883493163
    1.808795770   -3.141592654  -70.156652642   39.866256216   -8.613595639
    1.999195325   -3.141592654  -64.339056521   19.534775319   -5.284714014
    2.189594880   -3.141592654  -63.152866710   -7.657058054   -1.962986353
    2.379994435   -3.141592654  -67.258842684  -34.953306847    1.444048390
    2.570393989   -3.141592654  -76.078499105  -56.285131420    5.026963990
    2.760793544   -3.141592654  -88.030951773  -67.346358842    8.754992652
    2.951193099   -3.141592654 -100.940585659  -66.301302298   12.447293315

   -3.141592654   -2.771993518 -103.339775705  -48.913194423   24.638995003
   -2.951193099   -2.771993518 -111.120623006  -32.260731011   26.967515136
   -2.760793544   -2.771993518 -115.493929454  -13.986117369   28.115340849
   -2.570393989   -2.771993518 -116.629555604    1.164002087   28.359846162
   -2.379994435   -2.771993518 -115.426566509   10.362178036   28.233840761
   -2.189594880   -2.771993518 -113.059462049   13.639597077   28.370639751
   -1.999195325   -2.771993518 -110.456327527   13.365094193   29.244015192
   -1.808795770   -2.771993518 -107.974696694   12.910355785   30.931167884
   -1.618396215   -2.771993518 -105.367614206   15.031412607   33.016855809
   -1.427996661   -2.771993518 -102.013485803   20.737921119   34.707026887
   -1.237597106   -2.771993518  -97.296182872   29.014367323   35.127442119
   -1.047197551   -2.771993518  -90.949772266   37.307926462   33.675054821
   -0.856797996   -2.771993518  -83.267629045   42.537663538   30.220445149
   -0.666398442   -2.771993518  -75.096691638   42.025670990   25.080227810
   -0.475998887   -2.771993518  -67.698480436   34.290280486   18.835838843
   -0.285599332   -2.771993518  -62.472301088   19.389054593   12.086549145
   -0.095199777   -2.771993518  -60.638853409   -0.874737779    5.319555042
    0.095199777   -2.771993518  -62.902977130  -22.897862757   -1.101633576
    0.285599332   -2.771993518  -69.129650331  -41.580829016   -6.856986012
    0.475998887   -2.771993518  -78.150424997  -51.368283432  -11.595670852
    0.666398442   -2.771993518  -87.836722144  -48.102786581  -14.939622796
    0.856797996   -2.771993518  -95.569423097  -31.121306861  -16.590911406
    1.047197551   -2.771993518  -99.043726208   -4.409702840  -16.472938744
    1.237597106   -2.771993518  -97.116009667   24.141887010  -14.806276967
    1.427996661   -2.771993518  -90.298083772   45.574025358  -12.040854730
    1.618396215   -2.771993518  -80.625863204   53.418796130   -8.656531829
    1.808795770   -2.771993518  -70.934704070   45.916337331   -4.978548781
    1.999195325   -2.771993518  -63.927743958   26.039265901   -1.102266806
    2.189594880   -2.771993518  -61.431892918   -0.363832142    3.034060412
    2.379994435   -2.771993518  -64.063041411  -26.775047620    7.490338405
    2.570393989   -2.771993518  -71.264137898  -47.564295615   12.195641324
    2.760793544   -2.771993518  -81.560458301  -58.835784583   16.892392917
    2.951193099   -2.771993518  -92.943556469  -58.949221405   21.180993331

   -3.141592654   -2.402394382  -93.967170768  -44.884555099   22.350710978
   -2.951193099   -2.402394382 -101.199597604  -30.485789932   23.784858615
   -2.760793544   -2.402394382 -105.405348509  -13.850432864   24.259721006
   -2.570393989   -2.402394382 -106.590081048    0.704181984   24.104509196
   -2.379994435   -2.402394382 -105.438240274   10.466134260   23.754395862
   -2.189594880   -2.402394382 -102.926256765   15.149762734   23.616282499
   -1.999195325   -2.402394382  -99.882781252   16.430100083   23.898669004
   -1.808795770   -2.402394382  -96.721518606   16.792165471   24.509018023
   -1.618396215   -2.402394382  -93.414664763   18.210981259   25.055837114
   -1.427996661   -2.402394382  -89.668751494   21.382902865   24.968508384
   -1.237597106   -2.402394382  -85.194797318   25.645754045   23.705590951
   -1.047197551   -2.402394382  -79.925832405   29.383003464   20.973517070
   -0.856797996   -2.402394382  -74.145657308   30.689032868   16.828218375
   -0.666398442   -2.402394382  -68.486569313   27.819192208   11.629339027
   -0.475998887   -2.402394382  -63.866240112   19.643357159    5.906601038
   -0.285599332   -2.402394382  -61.333818029    5.987164664    0.178196133
   -0.095199777   -2.402394382  -61.842920781  -11.945311331   -5.137791962
    0.095199777   -2.402394382  -65.951682702  -31.158492758   -9.748112097
    0.285599332   -2.402394382  -73.476719644  -46.958267354  -13.437895339
    0.475998887   -2.402394382  -83.255772103  -53.974427129  -16.030234958
    0.666398442   -2.402394382  -93.191225001  -48.148629969  -17.382608130
    0.856797996   -2.402394382 -100.717965286  -28.969083992  -17.440284627
    1.047197551   -2.402394382 -103.617647591   -0.612383932  -16.287681164
    1.237597106   -2.402394382 -100.862392008   28.944146786  -14.159052587
    1.427996661   -2.402394382  -93.076825495   50.886642580  -11.357306740
    1.618396215   -2.402394382  -82.360746174   59.078860379   -8.125306891
    1.808795770   -2.402394382  -71.545890651   52.108995209   -4.576831813
    1.999195325   -2.402394382  -63.282968299   33.081108518   -0.717428713
    2.189594880   -2.402394382  -59.350187541    7.674604093    3.459077657
    2.379994435   -2.402394382  -60.371595496  -17.989086244    7.866199718
    2.570393989   -2.402394382  -65.878460329  -38.702493535   12.288479732
    2.760793544   -2.402394382  -74.551454015  -50.819111819   16.401926170
    2.951193099   -2.402394382  -84.558937274  -52.655755348   19.850944378

   -3.141592654   -2.032795246  -88.406561623  -42.227626080   13.557793343
   -2.951193099   -2.032795246  -95.272735740  -29.271363451   14.428003762
   -2.760793544   -2.032795246  -99.359470018  -13.727799507   14.821044078
   -2.570393989   -2.032795246 -100.581622662    0.280155670   14.883385869
   -2.379994435   -2.032795246  -99.519215246   10.019592673   14.746507846
   -2.189594880   -2.032795246  -97.074244815   14.888455787   14.499901883
   -1.999195325   -2.032795246  -94.079608919   16.091929146   14.143188897
   -1.808795770   -2.032795246  -91.043073053   15.683014884   13.579013646
   -1.618396215   -2.032795246  -88.092385222   15.440343254   12.627972669
