#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  137
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  53
#! SET periodic_psi true
   -3.141592654   -3.141592654   16.705629483  -50.165397445   18.980531391
   -3.095729987   -3.141592654   14.415625071  -49.384257976   19.431192194
   -3.049867321   -3.141592654   12.212482559  -46.215021977   19.572810294
   -3.004004654   -3.141592654   10.215233562  -40.540219905   19.357163045
   -2.958141988   -3.141592654    8.510225586  -33.811889977   18.919083026
   -2.912279321   -3.141592654    7.105182477  -27.608939342   18.477494424
   -2.866416655   -3.141592654    5.963863154  -22.287190152   18.180514191
   -2.820553988   -3.141592654    5.064811031  -16.886481580   18.043486931
   -2.774691322   -3.141592654    4.433258325  -10.556760851   17.977662090
   -2.728828655   -3.141592654    4.106962310   -3.835039505   17.930913324
   -2.682965989   -3.141592654    4.064414365    1.473928665   17.968408818
   -2.637103322   -3.141592654    4.199182075    3.762182984   18.255941689
   -2.591240656   -3.141592654    4.368670058    3.176619911   18.904675823
   -2.545377989   -3.141592654    4.479631629    1.598065708   19.842384941
   -2.499515323   -3.141592654    4.539809844    1.223916687   20.804207683
   -2.453652656   -3.141592654    4.632483739    3.051057876   21.454190119
   -2.407789990   -3.141592654    4.845512472    6.237970291   21.513670929
   -2.361927324   -3.141592654    5.205190184    9.150766997   20.911578272
   -2.316064657   -3.141592654    5.667308701   10.620187987   19.846453747
   -2.270201991   -3.141592654    6.162541647   10.715170417   18.731539690
   -2.224339324   -3.141592654    6.649306609   10.349952862   18.068745405
   -2.178476658   -3.141592654    7.131011401   10.655094680   18.199468109
   -2.132613991   -3.141592654    7.643716316   11.664985697   19.111450703
   -2.086751325   -3.141592654    8.206791223   12.637358992   20.443632980
   -2.040888658   -3.141592654    8.793833229   12.618770781   21.722827821
   -1.995025992   -3.141592654    9.352363683   11.480107585   22.635883532
   -1.949163325   -3.141592654    9.851238758   10.196221096   23.168697947
   -1.903300659   -3.141592654   10.316382086   10.264538969   23.532929664
   -1.857437992   -3.141592654   10.828114008   12.224330089   23.955299898
   -1.811575326   -3.141592654   11.462422915   15.270993499   24.527323124
   -1.765712659   -3.141592654   12.226903157   17.716074450   25.188259091
   -1.719849993   -3.141592654   13.053988444   17.680239314   25.799076283
   -1.673987326   -3.141592654   13.805919518   14.444984625   26.218675890
   -1.628124660   -3.141592654   14.343837238    8.636672433   26.389685164
   -1.582261993   -3.141592654   14.594382469    2.286606500   26.363561121
   -1.536399327   -3.141592654   14.595356037   -1.825757760   26.323174425
   -1.490536660   -3.141592654   14.496594757   -1.806988125   26.551810520
   -1.444673994   -3.141592654   14.497087286    2.264058550   27.295493094
   -1.398811328   -3.141592654   14.745477199    8.618333364   28.645313191
   -1.352948661   -3.141592654   15.296550704   15.099663946   30.453426540
   -1.307085995   -3.141592654   16.127118581   20.822457912   32.407553822
   -1.261223328   -3.141592654   17.204458012   26.003734642   34.218983143
   -1.215360662   -3.141592654   18.518903854   31.184007919   35.810017347
   -1.169497995   -3.141592654   20.072719103   36.365928073   37.346509617
   -1.123635329   -3.141592654   21.853733288   41.129472818   39.104202748
   -1.077772662   -3.141592654   23.840987137   45.306759697   41.246565015
   -1.031909996   -3.141592654   26.017769935   49.597716841   43.658996098
   -0.986047329   -3.141592654   28.403705422   54.367185834   45.922086692
   -0.940184663   -3.141592654   31.012822771   59.148904491   47.466081857
   -0.894321996   -3.141592654   33.812220547   62.358139743   47.793246316
   -0.848459330   -3.141592654   36.692475518   62.558982698   46.667962922
   -0.802596663   -3.141592654   39.505771944   59.519451190   44.178097023
   -0.756733997   -3.141592654   42.127126264   54.478654347   40.626365436
   -0.710871330   -3.141592654   44.502493790   49.025507364   36.385569096
   -0.665008664   -3.141592654   46.636881679   44.029713975   31.775888006
   -0.619145997   -3.141592654   48.550448311   39.288097328   27.071530292
   -0.573283331   -3.141592654   50.240322794   34.168167455   22.513515569
   -0.527420664   -3.141592654   51.679198622   28.414754296   18.331211889
   -0.481557998   -3.141592654   52.845107836   22.353391967   14.688816081
   -0.435695332   -3.141592654   53.741743335   16.772734514   11.650704907
   -0.389832665   -3.141592654   54.406394440   12.345082363    9.163603400
   -0.343969999   -3.141592654   54.897863929    9.195413094    7.106555291
   -0.298107332   -3.141592654   55.269170754    7.090894528    5.370384510
   -0.252244666   -3.141592654   55.558461576    5.550621622    3.891465489
   -0.206381999   -3.141592654   55.783573537    4.236223981    2.664157230
   -0.160519333   -3.141592654   55.950967473    3.043846360    1.709122820
   -0.114656666   -3.141592654   56.066226219    1.999146945    1.025171529
   -0.068794000   -3.141592654   56.138251007    1.147567136    0.575427023
   -0.022931333   -3.141592654   56.176218584    0.540815355    0.297726415
    0.022931333   -3.141592654   56.190487851    0.101042327    0.111531458
    0.068794000   -3.141592654   56.186948289   -0.250043492   -0.054256318
    0.114656666   -3.141592654   56.167487113   -0.604131926   -0.258392200
    0.160519333   -3.141592654   56.130419272   -1.031079289   -0.543797215
    0.206381999   -3.141592654   56.070680552   -1.609905222   -0.946247386
    0.252244666   -3.141592654   55.978526297   -2.465999734   -1.511263871
    0.298107332   -3.141592654   55.836654389   -3.798155502   -2.315032907
    0.343969999   -3.141592654   55.619084171   -5.785615911   -3.463557124
    0.389832665   -3.141592654   55.293853237   -8.498031971   -5.070052357
    0.435695332   -3.141592654   54.828202509  -11.888447737   -7.200251540
    0.481557998   -3.141592654   54.193866440  -15.863494237   -9.823350513
