#! FIELDS phi psi file.free der_phi der_psi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
#! SET min_psi -pi
#! SET max_psi pi
#! SET nbins_psi  17
#! SET periodic_psi true
   -3.141592654   -3.141592654   19.255119939  -54.352607519   15.655846367
   -2.951193099   -3.141592654   10.670190029  -35.225399122   18.440789583
   -2.760793544   -3.141592654    5.956440585  -14.691303724   20.470246804
   -2.570393989   -3.141592654    4.835594523    1.830631877   21.842744420
   -2.379994435   -3.141592654    6.190423294   11.051252388   22.923922633
   -2.189594880   -3.141592654    8.580374903   12.992591431   24.247866088
   -1.999195325   -3.141592654   10.861366978   10.566046506   26.268101687
   -1.808795770   -3.141592654   12.608164557    8.102567213   29.077636977
   -1.618396215   -3.141592654   14.195928750    9.395314724   32.268206059
   -1.427996661   -3.141592654   16.542129367   16.110722249   35.036399462
   -1.237597106   -3.141592654   20.625424609   27.242716430   36.507370027
   -1.047197551   -3.141592654   27.013816077   39.640983845   36.109039843
   -0.856797996   -3.141592654   35.565515451   49.306107965   33.761059369
   -0.666398442   -3.141592654   45.411655236   52.687454723   29.797139525
   -0.475998887   -3.141592654   55.124713657   47.709086271   24.729729555
   -0.285599332   -3.141592654   63.057748661   34.150066868   18.995490326
   -0.095199777   -3.141592654   67.716070958   13.798563221   12.857870320
    0.095199777   -3.141592654   68.134869565   -9.590027796    6.469698420
    0.285599332   -3.141592654   64.227507487  -30.680302087    0.025849719
    0.475998887   -3.141592654   56.990983052  -43.634390956   -6.101418827
    0.666398442   -3.141592654   48.441350500  -43.942301440  -11.339223727
    0.856797996   -3.141592654   41.161006657  -30.498755697  -15.058612171
    1.047197551   -3.141592654   37.507950753   -6.802034087  -16.820097707
    1.237597106   -3.141592654   38.764509720   19.643394418  -16.578872827
    1.427996661   -3.141592654   44.606615627   39.962833063  -14.723399661
    1.618396215   -3.141592654   53.167113427   47.422664495  -11.882556558
    1.808795770   -3.141592654   61.703015913   39.765723980   -8.647300694
    1.999195325   -3.141592654   67.509565293   19.518517283   -5.359021899
    2.189594880   -3.141592654   68.698621197   -7.619286353   -2.076475165
    2.379994435   -3.141592654   64.600316336  -34.920397224    1.299683429
    2.570393989   -3.141592654   55.782397759  -56.304688085    4.863442358
    2.760793544   -3.141592654   43.820234709  -67.426029412    8.583427310
    2.951193099   -3.141592654   30.891926097  -66.409337453   12.275688698

   -3.141592654   -2.771993518   28.416700340  -48.966318185   24.470827986
   -2.951193099   -2.771993518   20.628822259  -32.277853230   26.817789738
   -2.760793544   -2.771993518   16.256125403  -13.962510684   27.974549936
   -2.570393989   -2.771993518   15.127710972    1.212336576   28.221728005
   -2.379994435   -2.771993518   16.340037620   10.409509013   28.096577479
   -2.189594880   -2.771993518   18.713687132   13.657108276   28.234620194
   -1.999195325   -2.771993518   21.315813719   13.334941878   29.109130887
   -1.808795770   -2.771993518   23.786632194   12.827160275   30.795322563
   -1.618396215   -2.771993518   26.372982922   14.899269033   32.876870346
   -1.427996661   -2.771993518   29.697821414   20.564459778   34.560684844
   -1.237597106   -2.771993518   34.378890411   28.809135406   34.974884031
   -1.047197551   -2.771993518   40.684186226   37.084181901   33.518355220
   -0.856797996   -2.771993518   48.323506234   42.315696259   30.062338080
   -0.666398442   -2.771993518   56.454452989   41.834383003   24.923544037
   -0.475998887   -2.771993518   63.822001880   34.166553642   18.684037678
   -0.285599332   -2.771993518   69.034307915   19.374229994   11.944511453
   -0.095199777   -2.771993518   70.878143632   -0.745642310    5.193001683
    0.095199777   -2.771993518   68.653492767  -22.611906695   -1.208332090
    0.285599332   -2.771993518   62.494464103  -41.164035672   -6.943121468
    0.475998887   -2.771993518   53.560325512  -50.889509598  -11.664955184
    0.666398442   -2.771993518   43.963251244  -47.660997262  -14.998526501
    0.856797996   -2.771993518   36.303210244  -30.812660762  -16.646260239
    1.047197551   -2.771993518   32.869966999   -4.291120061  -16.530521576
    1.237597106   -2.771993518   34.802047009   24.075815978  -14.871900443
    1.427996661   -2.771993518   41.594408653   45.385855201  -12.122272016
    1.618396215   -2.771993518   51.226372892   53.199988014   -8.763888624
    1.808795770   -2.771993518   60.879555571   45.746931517   -5.121773268
    1.999195325   -2.771993518   67.862362475   25.956494588   -1.286044292
    2.189594880   -2.771993518   70.349880175   -0.374619703    2.814641313
    2.379994435   -2.771993518   67.719863009  -26.761065040    7.250308726
    2.570393989   -2.771993518   60.519975227  -47.571171969   11.955377768
    2.760793544   -2.771993518   50.218732524  -58.879921568   16.670085954
    2.951193099   -2.771993518   38.824719352  -59.013722900   20.986206437

   -3.141592654   -2.402394382   37.719565339  -44.868170245   22.225888733
   -2.951193099   -2.402394382   30.491548929  -30.453745250   23.688716383
   -2.760793544   -2.402394382   26.293528394  -13.800676740   24.172074269
   -2.570393989   -2.402394382   25.119255791    0.762037834   24.009667937
   -2.379994435   -2.402394382   26.281361853   10.514585742   23.645542742
   -2.189594880   -2.402394382   28.799737123   15.164947405   23.494092184
   -1.999195325   -2.402394382   31.841463360   16.394269646   23.767566414
   -1.808795770   -2.402394382   34.990442043   16.699075022   24.373431662
   -1.618396215   -2.402394382   38.274468840   18.067205983   24.919251222
   -1.427996661   -2.402394382   41.989261759   21.203162802   24.834451293
   -1.237597106   -2.402394382   46.426963319   25.447815050   23.578689897
   -1.047197551   -2.402394382   51.657945587   29.185201369   20.858669825
   -0.856797996   -2.402394382   57.401978138   30.510692968   16.728582734
   -0.666398442   -2.402394382   63.030585964   27.682782556   11.545015621
   -0.475998887   -2.402394382   67.631037490   19.576320342    5.834919106
   -0.285599332   -2.402394382   70.159785837    6.021048314    0.115173115
   -0.095199777   -2.402394382   69.668885237  -11.784235768   -5.196482655
    0.095199777   -2.402394382   65.603591541  -30.863189821   -9.807090085
    0.285599332   -2.402394382   58.145691929  -46.555798351  -13.502196947
