#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654   14.493646678  -53.685499754
   -2.951193099    6.054118924  -34.542956061
   -2.760793544    1.417163374  -14.658024613
   -2.570393989    0.186796470    0.500696873
   -2.379994435    1.101349595    7.583196005
   -2.189594880    2.541712436    6.299156676
   -1.999195325    3.160503328   -0.264219375
   -1.808795770    2.446025302   -6.743622557
   -1.618396215    0.944855143   -7.803780372
   -1.427996661    0.000000000   -0.835822473
   -1.237597106    1.057529450   12.659023373
   -1.047197551    4.947306934   27.957304699
   -0.856797996   11.485052789   39.590885021
   -0.666398442   19.566696268   43.777933655
   -0.475998887   27.621094344   39.240795373
   -0.285599332   34.032674305   26.836649977
   -0.095199777   37.479473823    8.469589519
    0.095199777   37.091752068  -12.805654872
    0.285599332   32.711703152  -32.598228213
    0.475998887   25.156619829  -45.110878571
    0.666398442   16.376341381  -44.697515195
    0.856797996    9.168892066  -28.573694140
    1.047197551    6.365488361    0.610462801
    1.237597106    9.728205221   34.518238289
    1.427996661   19.103899301   61.940119145
    1.618396215   32.312043072   73.583699009
    1.808795770   45.873342237   65.584123744
    1.999195325   56.212285986   40.681851026
    2.189594880   60.774672381    6.411533760
    2.379994435   58.665222079  -27.865185634
    2.570393989   50.695544211  -54.025380617
    2.760793544   38.938013831  -67.127514578
    2.951193099   26.037507073  -66.171186613
