#! FIELDS phi metad.bias der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  58
#! SET periodic_phi true
   -3.141592654   92.185370453   49.083372116
   -3.033261872   97.007191094   39.695825586
   -2.924931091  100.726764671   28.984309998
   -2.816600310  103.272297269   18.113751352
   -2.708269529  104.684600303    8.139414472
   -2.599938748  105.109367203    0.020997965
   -2.491607967  104.786824997   -5.571950449
   -2.383277185  104.022878300   -8.227324370
   -2.274946404  103.130564096   -8.018714290
   -2.166615623  102.392021026   -5.430870838
   -2.058284842  102.021922719   -1.349854003
   -1.949954061  102.124995100    3.150127040
   -1.841623280  102.687252224    6.922815377
   -1.733292499  103.570013219    8.955172246
   -1.624961717  104.542053985    8.544585741
   -1.516630936  105.320470483    5.405142122
   -1.408300155  105.618378692   -0.200500157
   -1.299969374  105.198581221   -7.624861286
   -1.191638593  103.920341199  -15.962480961
   -1.083307812  101.743206443  -24.118202956
   -0.974977030   98.742642157  -31.079748873
   -0.866646249   95.080328349  -36.131821995
   -0.758315468   91.001503339  -38.905073025
   -0.649984687   86.758627768  -39.157073306
   -0.541653906   82.618140944  -36.967438120
   -0.433323125   78.833255587  -32.514349227
   -0.324992343   75.639312500  -26.067709921
   -0.216661562   73.236905631  -17.877970768
   -0.108330781   71.799465053   -8.335255284
    0.000000000   71.450372499    2.135812332
    0.108330781   72.259336327   12.933924214
    0.216661562   74.223900229   23.316702931
    0.324992343   77.243381391   32.303936392
    0.433323125   81.110052822   38.859630985
    0.541653906   85.504274792   41.975898406
    0.649984687   90.011605415   40.832028257
    0.758315468   94.148108964   34.988538250
    0.866646249   97.400709073   24.604520980
    0.974977030   99.324538523   10.381876154
    1.083307812   99.562493258   -6.306130433
    1.191638593   97.935246778  -23.772400832
    1.299969374   94.456673391  -40.113698454
    1.408300155   89.361618779  -53.466925866
    1.516630936   83.057897509  -62.263578782
    1.624961717   76.090444137  -65.633361908
    1.733292499   69.062274727  -63.295834976
    1.841623280   62.589771990  -55.540330026
    1.949954061   57.212653189  -43.232640966
    2.058284842   53.356846249  -27.620459416
    2.166615623   51.307439523  -10.143079991
    2.274946404   51.180698408    7.636409817
    2.383277185   52.929329407   24.327451430
    2.491607967   56.370977009   38.736345089
    2.599938748   61.210749978   49.962101423
    2.708269529   67.064344725   57.422101353
    2.816600310   73.507843667   60.870253679
    2.924931091   80.107272649   60.380565204
    3.033261872   86.458532267   56.253633962
