#! FIELDS phi file.free der_phi
#! SET min_phi -pi
#! SET max_phi pi
#! SET nbins_phi  33
#! SET periodic_phi true
   -3.141592654 -102.479987057  -54.545373400
   -2.951193099 -111.074199553  -35.129662714
   -2.760793544 -115.732753666  -14.241594435
   -2.570393989 -116.782194368    1.918840936
   -2.379994435 -115.571559353    9.090374624
   -2.189594880 -113.928219188    6.770277883
   -1.999195325 -113.364605516   -1.312437727
   -1.808795770 -114.381953000   -8.687168037
   -1.618396215 -116.239784408   -9.390436198
   -1.427996661 -117.370755831   -1.096250003
   -1.237597106 -116.228786816   13.711804503
   -1.047197551 -112.080838654   29.432642039
   -0.856797996 -105.310250570   40.466374762
   -0.666398442  -97.157205232   43.592199925
   -0.475998887  -89.215189241   38.375739030
   -0.285599332  -82.982268875   25.897583651
   -0.095199777  -79.679463594    7.946408543
    0.095199777  -80.123221274  -12.883310018
    0.285599332  -84.496070225  -32.459396723
    0.475998887  -92.024419876  -44.989479815
    0.666398442 -100.787210759  -44.653235465
    0.856797996 -107.989153028  -28.572740357
    1.047197551 -110.796095690    0.581913102
    1.237597106 -107.453743627   34.307189598
    1.427996661  -98.143480700   61.446621614
    1.618396215  -85.059437444   72.802706730
    1.808795770  -71.649678494   64.827250037
    1.999195325  -61.415395000   40.424026846
    2.189594880  -56.824589979    7.008436348
    2.379994435  -58.744216857  -26.541342395
    2.570393989  -66.440358379  -52.576046572
    2.760793544  -77.976480386  -66.340401321
    2.951193099  -90.819769295  -66.407276136
